full_date,date,weekday,time,mood,activities,note
2019-12-16,16 December,Monday,7:43 pm,grand,"ate in | Meal | animals | family | TV | walk",""
2019-12-16,16 December,Monday,1:05 pm,bad,"wanking | animals | family | gaming | lesson",""
2019-12-15,15 December,Sunday,11:48 pm,grand,"ate in | Meal | animals | family | TV | gaming",""
2019-12-15,15 December,Sunday,6:24 pm,grand,"Dessert | ate in | Meal | family | gaming",""
2019-12-15,15 December,Sunday,2:40 pm,grand,"ate in | Meal | Thảo | family",""
2019-12-14,14 December,Saturday,10:00 pm,grand,"ate in | Meal | Thảo | family",""
2019-12-14,14 December,Saturday,6:46 pm,grand,"Thảo | family",""
2019-12-14,14 December,Saturday,3:27 pm,grand,"ate in | Meal | Thảo | family | gaming | walk",""
2019-12-13,13 December,Friday,11:51 pm,grand,"Thảo | gaming | browsing",""
2019-12-13,13 December,Friday,8:51 pm,grand,"cooking | ate in | Meal | Thảo | TV | gaming",""
2019-12-13,13 December,Friday,1:10 pm,bad,"ate in | Meal | gaming | sick",""
2019-12-12,12 December,Thursday,11:08 pm,grand,"Dessert | ate in | Meal | Thảo | gaming",""
2019-12-12,12 December,Thursday,6:07 pm,grand,"Thảo | strangers | groceries | labour | walk",""
2019-12-12,12 December,Thursday,1:50 pm,grand,"ate in | Meal | Thảo | strangers | labour",""
2019-12-11,11 December,Wednesday,11:36 pm,grand,"Thảo | gaming",""
2019-12-11,11 December,Wednesday,7:29 pm,grand,"ate in | Meal | family | TV | walk",""
2019-12-11,11 December,Wednesday,1:17 pm,grand,"ate in | Meal | Thảo | gaming",""
2019-12-10,10 December,Tuesday,11:50 pm,grand,"Dessert | Thảo | strangers | sport | walk",""
2019-12-10,10 December,Tuesday,7:53 pm,good,"cooking | ate in | Meal | Thảo | TV | gaming",""
2019-12-10,10 December,Tuesday,1:37 pm,grand,"Dessert | Thảo | driving",""
2019-12-09,9 December,Monday,11:28 pm,grand,"Thảo | gaming",""
2019-12-09,9 December,Monday,7:55 pm,grand,"ate out | Meal | Thảo | gaming | groceries | walk",""
2019-12-09,9 December,Monday,3:18 pm,grand,"ate in | Meal | Thảo | gaming | driving",""
2019-12-08,8 December,Sunday,11:40 pm,good,"ate in | Meal | sex | Thảo | family | TV | gaming | walk | holiday",""
2019-12-08,8 December,Sunday,7:06 pm,grand,"ate in | Meal | family | TV | gaming",""
2019-12-08,8 December,Sunday,1:21 pm,grand,"ate in | Meal | family | gaming",""
2019-12-07,7 December,Saturday,10:00 pm,grand,"ate in | Meal | family | strangers | gaming",""
2019-12-07,7 December,Saturday,6:21 pm,grand,"family",""
2019-12-07,7 December,Saturday,1:51 pm,grand,"ate out | Meal | family",""
2019-12-06,6 December,Friday,10:00 pm,good,"ate in | Meal | family | walk",""
2019-12-06,6 December,Friday,6:58 pm,grand,"ate in | Meal | family",""
2019-12-06,6 December,Friday,1:16 pm,grand,"ate in | Meal | Thảo",""
2019-12-05,5 December,Thursday,10:00 pm,grand,"Thảo | strangers | gaming | sport | walk | Climbing | driving",""
2019-12-05,5 December,Thursday,8:04 pm,shite,"ate in | Meal | Thảo | strangers | walk",""
2019-12-05,5 December,Thursday,1:41 pm,grand,"ate in | Meal | Thảo | gaming | walk",""
2019-12-04,4 December,Wednesday,11:00 pm,good,"sex | friends | Thảo | driving",""
2019-12-04,4 December,Wednesday,6:08 pm,grand,"ate in | Meal | TV | gaming | walk",""
2019-12-04,4 December,Wednesday,2:01 pm,grand,"ate in | Meal | sex | Thảo | TV",""
2019-12-03,3 December,Tuesday,10:00 pm,grand,"Thảo | strangers | sport | walk | driving",""
2019-12-03,3 December,Tuesday,6:45 pm,grand,"ate in | Meal | Thảo | TV | gaming",""
2019-12-03,3 December,Tuesday,1:39 pm,grand,"ate in | Meal | guitar | Thảo | strangers | walk",""
2019-12-02,2 December,Monday,11:16 pm,good,"sex | Thảo | gaming",""
2019-12-02,2 December,Monday,8:01 pm,grand,"ate in | Meal | friends | Thảo | TV | gaming | walk | holiday",""
2019-12-02,2 December,Monday,1:24 pm,grand,"ate out | Meal | animals | Thảo | walk | holiday",""
2019-12-01,1 December,Sunday,10:41 pm,good,"Dessert | ate out | Meal | sex | Thảo | strangers | holiday",""
2019-12-01,1 December,Sunday,6:48 pm,grand,"ate out | Meal | Thảo | walk | holiday",""
2019-12-01,1 December,Sunday,1:13 pm,grand,"ate in | Meal | Thảo | walk | holiday",""
2019-11-30,30 November,Saturday,11:58 pm,great,"ate out | Meal | Thảo | strangers | drinking | went out | walk",""
2019-11-30,30 November,Saturday,6:27 pm,good,"Thảo | gaming | driving",""
2019-11-30,30 November,Saturday,2:27 pm,good,"Dessert | ate in | Meal | Thảo | TV",""
2019-11-29,29 November,Friday,10:34 pm,good,"guitar | Thảo | TV | walk",""
2019-11-29,29 November,Friday,6:27 pm,good,"Dessert | ate out | ate in | Meal | Thảo | walk",""
2019-11-29,29 November,Friday,1:22 pm,good,"ate in | Meal | guitar | Thảo | mental task",""
2019-11-28,28 November,Thursday,11:59 pm,good,"ate in | Meal | friends | Thảo | family | TV | sport | walk | Climbing",""
2019-11-28,28 November,Thursday,6:24 pm,good,"ate in | Meal | Thảo | lesson | walk | driving",""
2019-11-28,28 November,Thursday,1:25 pm,good,"ate in | Meal | Thảo | strangers | groceries | walk",""
2019-11-27,27 November,Wednesday,11:33 pm,good,"ate in | Meal | Thảo | TV | mental task | teaching",""
2019-11-27,27 November,Wednesday,7:12 pm,grand,"ate in | Meal | guitar | gaming | sick",""
2019-11-27,27 November,Wednesday,2:38 pm,good,"ate in | Meal | gaming",""
2019-11-26,26 November,Tuesday,11:41 pm,good,"ate in | Meal | Thảo | strangers | TV | sport",""
2019-11-26,26 November,Tuesday,7:58 pm,good,"cooking | ate in | Meal | Thảo | driving",""
2019-11-26,26 November,Tuesday,1:33 pm,good,"ate in | Meal | Thảo | lesson | driving",""
2019-11-25,25 November,Monday,11:16 pm,good,"ate in | Meal | Thảo | TV | gaming | mental task",""
2019-11-25,25 November,Monday,1:12 pm,good,"ate in | Meal | Thảo | strangers | labour | walk",""
2019-11-24,24 November,Sunday,11:08 pm,good,"ate in | Meal | Thảo | TV | reading | gaming",""
2019-11-24,24 November,Sunday,6:40 pm,good,"cooking | Dessert | ate in | Meal | friends | Thảo | family | mental task",""
2019-11-24,24 November,Sunday,1:02 pm,good,"cooking | Thảo | strangers | groceries | walk",""
2019-11-23,23 November,Saturday,11:45 pm,good,"ate in | Meal | sex | Thảo | TV | gaming",""
2019-11-23,23 November,Saturday,6:38 pm,good,"ate in | Meal | guitar | Thảo | gaming | walk",""
2019-11-23,23 November,Saturday,2:13 pm,good,"ate in | Meal | Thảo | strangers | gaming | groceries | walk",""
2019-11-22,22 November,Friday,10:00 pm,good,"Thảo | TV",""
2019-11-22,22 November,Friday,7:13 pm,good,"Dessert | ate in | Meal | Thảo | gaming",""
2019-11-22,22 November,Friday,1:43 pm,good,"ate out | Meal | Thảo | gaming | groceries | walk",""
2019-11-21,21 November,Thursday,10:00 pm,good,"sex | friends | Thảo | mental task | sport | Climbing",""
2019-11-21,21 November,Thursday,6:14 pm,good,"cooking | ate in | Meal | Thảo | TV | lesson | driving",""
2019-11-21,21 November,Thursday,1:30 pm,good,"ate in | Meal | mental task | walk",""
2019-11-20,20 November,Wednesday,11:01 pm,good,"cooking | ate in | Meal | Thảo | TV | gaming",""
2019-11-20,20 November,Wednesday,8:07 pm,good,"wanking | Thảo | strangers | gaming | mental task | lesson | driving",""
2019-11-20,20 November,Wednesday,1:55 pm,good,"Dessert | ate in | Meal | mental task",""
2019-11-19,19 November,Tuesday,10:00 pm,good,"friends | drinking | sport | walk",""
2019-11-19,19 November,Tuesday,6:44 pm,good,"cooking | ate in | Meal | TV | gaming | mental task",""
2019-11-19,19 November,Tuesday,2:53 pm,good,"cooking | Dessert | ate in | Meal | wanking | Thảo | TV | gaming | mental task",""
2019-11-18,18 November,Monday,10:00 pm,good,"cooking | Dessert | ate in | Meal | Thảo | TV | gaming",""
2019-11-18,18 November,Monday,6:45 pm,good,"ate in | Meal | Thảo | TV | gaming | mental task",""
2019-11-18,18 November,Monday,1:42 pm,good,"ate in | Meal | Thảo | gaming | mental task",""
2019-11-17,17 November,Sunday,10:00 pm,good,"sex | Thảo | strangers | gaming | walk",""
2019-11-17,17 November,Sunday,6:05 pm,good,"ate in | Meal | Thảo | family | strangers | walk",""
2019-11-17,17 November,Sunday,1:02 pm,good,"ate in | Meal | walk",""
2019-11-16,16 November,Saturday,10:00 pm,good,"family | boardgames | walk",""
2019-11-16,16 November,Saturday,7:01 pm,good,"cooking | ate out | ate in | Meal | family | walk",""
2019-11-16,16 November,Saturday,1:49 pm,good,"ate in | Meal | Thảo | TV | gaming | mental task | walk",""
2019-11-15,15 November,Friday,10:52 pm,good,"cooking | ate in | Meal | Thảo | TV | gaming",""
2019-11-15,15 November,Friday,6:25 pm,good,"ate in | Meal | strangers | groceries | mental task | labour | walk",""
2019-11-15,15 November,Friday,1:40 pm,good,"ate in | Meal | Thảo | mental task",""
2019-11-14,14 November,Thursday,11:55 pm,great,"Dessert | ate in | Meal | sex | Thảo | TV | Irish",""
2019-11-14,14 November,Thursday,6:08 pm,good,"ate in | Meal | Thảo | TV | mental task",""
2019-11-14,14 November,Thursday,1:14 pm,good,"Dessert | ate in | Meal | Thảo | strangers | TV",""
2019-11-13,13 November,Wednesday,11:48 pm,good,"cooking | ate in | Meal | sex | Thảo | TV | Irish",""
2019-11-13,13 November,Wednesday,6:26 pm,good,"ate in | Meal | guitar | TV | mental task",""
2019-11-13,13 November,Wednesday,1:36 pm,good,"ate in | Meal | Thảo | mental task",""
2019-11-12,12 November,Tuesday,11:28 pm,good,"Thảo | strangers | sport | walk",""
2019-11-12,12 November,Tuesday,7:54 pm,good,"cooking | ate in | Meal | Thảo | groceries | mental task | walk",""
2019-11-12,12 November,Tuesday,1:45 pm,good,"ate in | Meal | guitar | Thảo | mental task",""
2019-11-11,11 November,Monday,11:31 pm,good,"cooking | Dessert | ate in | Meal | editing | Thảo | TV | gaming",""
2019-11-11,11 November,Monday,6:35 pm,good,"Thảo | TV | gaming | mental task",""
2019-11-11,11 November,Monday,2:27 pm,good,"Dessert | ate in | Meal | photography | Thảo | TV | mental task | walk",""
2019-11-10,10 November,Sunday,11:18 pm,good,"friends | boardgames | Irish",""
2019-11-10,10 November,Sunday,6:48 pm,good,"cooking | ate in | Meal | Thảo | TV | groceries | walk",""
2019-11-10,10 November,Sunday,1:38 pm,good,"ate in | Meal | guitar | Thảo",""
2019-11-09,9 November,Saturday,11:51 pm,good,"cooking | Dessert | ate in | Meal | Thảo | TV | gaming | Irish",""
2019-11-09,9 November,Saturday,7:03 pm,good,"cooking | ate in | Meal | Thảo",""
2019-11-09,9 November,Saturday,1:32 pm,good,"ate in | Meal | friends | Thảo | sport | Climbing",""
2019-11-08,8 November,Friday,10:00 pm,good,"cooking | Dessert | ate in | Meal | sex | Thảo | TV",""
2019-11-08,8 November,Friday,8:22 pm,good,"ate in | Meal | animals | Thảo | family | groceries | walk",""
2019-11-08,8 November,Friday,1:12 pm,good,"ate in | Meal | Thảo | mental task",""
2019-11-07,7 November,Thursday,11:24 pm,good,"Dessert | ate in | Meal | Thảo | strangers | TV | sport | walk",""
2019-11-07,7 November,Thursday,6:09 pm,good,"ate in | Meal | Thảo | mental task",""
2019-11-07,7 November,Thursday,1:57 pm,good,"ate in | Meal | Thảo | reading | groceries | walk",""
2019-11-06,6 November,Wednesday,10:00 pm,grand,"cooking | ate in | Meal | Thảo | TV",""
2019-11-06,6 November,Wednesday,6:42 pm,good,"ate out | Meal | TV | groceries | walk",""
2019-11-06,6 November,Wednesday,1:24 pm,good,"ate in | Meal | Thảo | mental task | sick | Medical | walk",""
2019-11-05,5 November,Tuesday,10:00 pm,good,"Thảo | strangers | sport | walk",""
2019-11-05,5 November,Tuesday,7:49 pm,good,"cooking | Dessert | ate in | Meal | TV",""
2019-11-05,5 November,Tuesday,3:18 pm,good,"ate in | Meal | Thảo | strangers | labour",""
2019-11-04,4 November,Monday,11:45 pm,good,"ate in | Meal | journal | Thảo | TV",""
2019-11-04,4 November,Monday,6:30 pm,good,"ate in | Meal | mental task",""
2019-11-04,4 November,Monday,1:05 pm,good,"ate in | Meal | Thảo | mental task",""
2019-11-03,3 November,Sunday,11:26 pm,good,"Dessert | Thảo | TV",""
2019-11-03,3 November,Sunday,6:27 pm,good,"cooking | ate in | Meal | Thảo | TV | gaming",""
2019-11-03,3 November,Sunday,2:11 pm,good,"ate in | Meal | Thảo | TV | cleaning",""
2019-11-02,2 November,Saturday,10:00 pm,good,"Dessert | ate in | Meal | Thảo | TV | gaming | mental task",""
2019-11-02,2 November,Saturday,6:11 pm,good,"ate out | Meal | Thảo | gaming | walk",""
2019-11-02,2 November,Saturday,1:07 pm,good,"ate in | Meal | Thảo | reading | walk",""
2019-11-01,1 November,Friday,11:51 pm,good,"Thảo | TV | walk",""
2019-11-01,1 November,Friday,8:13 pm,good,"cooking | ate in | Meal | Thảo | gaming | groceries | walk",""
2019-11-01,1 November,Friday,1:14 pm,good,"ate out | Meal | family | strangers | labour | walk",""
2019-10-31,31 October,Thursday,11:27 pm,good,"Thảo | strangers | gaming | groceries | walk",""
2019-10-31,31 October,Thursday,6:40 pm,good,"cooking | ate in | Meal | Thảo | TV | mental task",""
2019-10-31,31 October,Thursday,1:14 pm,good,"ate in | Meal | Thảo | mental task",""
2019-10-30,30 October,Wednesday,11:25 pm,good,"cooking | Dessert | ate in | Meal | Thảo | TV | gaming",""
2019-10-30,30 October,Wednesday,6:51 pm,good,"ate in | Meal | wanking | mental task",""
2019-10-30,30 October,Wednesday,2:35 pm,good,"ate out | Meal | Thảo | strangers | walk",""
2019-10-29,29 October,Tuesday,11:25 pm,good,"cooking | ate in | Meal | Thảo | strangers | sport | walk",""
2019-10-29,29 October,Tuesday,6:20 pm,good,"cooking | ate in | Meal | TV | mental task | walk",""
2019-10-29,29 October,Tuesday,2:49 pm,grand,"ate in | Meal | strangers | groceries | walk",""
2019-10-28,28 October,Monday,9:30 pm,great,"ate in | Meal | Thảo | groceries | walk",""
2019-10-28,28 October,Monday,7:07 pm,good,"ate in | Meal | animals | Thảo | family | TV",""
2019-10-28,28 October,Monday,1:59 pm,good,"cooking | Dessert | ate in | Meal | Thảo | family | walk",""
2019-10-27,27 October,Sunday,10:00 pm,great,"ate out | Meal | Thảo | drinking | went out | walk",""
2019-10-27,27 October,Sunday,6:00 pm,good,"Thảo | walk",""
2019-10-27,27 October,Sunday,2:43 pm,good,"ate in | Meal | Thảo | mental task | cleaning",""
2019-10-26,26 October,Saturday,11:26 pm,good,"cooking | ate in | Meal | sex | TV",""
2019-10-26,26 October,Saturday,9:24 pm,good,"cooking | ate in | Meal | Thảo | reading | gaming",""
2019-10-26,26 October,Saturday,1:42 pm,good,"ate in | Meal | Thảo | reading | gaming",""
2019-10-25,25 October,Friday,11:20 pm,good,"friends | Thảo | strangers | gaming | walk",""
2019-10-25,25 October,Friday,6:42 pm,grand,"ate in | Meal | Thảo | gaming | mental task",""
2019-10-25,25 October,Friday,1:17 pm,good,"ate in | Meal | Thảo | mental task",""
2019-10-24,24 October,Thursday,10:00 pm,great,"Dessert | ate in | Meal | sex | Thảo | TV | walk",""
2019-10-24,24 October,Thursday,6:20 pm,great,"ate in | Meal | Thảo | mental task",""
2019-10-24,24 October,Thursday,1:56 pm,good,"cooking | ate in | Meal | strangers | walk",""
2019-10-23,23 October,Wednesday,11:40 pm,good,"cooking | Dessert | ate in | Meal | sex | Thảo | TV | cleaning",""
2019-10-23,23 October,Wednesday,7:15 pm,good,"ate in | Meal | gaming | mental task",""
2019-10-23,23 October,Wednesday,1:22 pm,good,"ate in | Meal | wanking | Thảo | mental task",""
2019-10-22,22 October,Tuesday,11:44 pm,good,"cooking | ate in | Meal | Thảo | strangers | sport | walk",""
2019-10-22,22 October,Tuesday,6:29 pm,good,"cooking | ate in | Meal | groceries | mental task | walk",""
2019-10-22,22 October,Tuesday,2:17 pm,good,"cooking | ate in | Meal | wanking | guitar | TV | mental task",""
2019-10-21,21 October,Monday,11:46 pm,good,"cooking | ate in | Meal | Thảo | gaming",""
2019-10-21,21 October,Monday,6:27 pm,good,"ate in | Meal | groceries | mental task | walk",""
2019-10-21,21 October,Monday,1:31 pm,good,"ate in | Meal | Thảo | TV | mental task",""
2019-10-20,20 October,Sunday,11:15 pm,good,"Dessert | ate in | Meal | guitar | Thảo | gaming",""
2019-10-20,20 October,Sunday,6:23 pm,good,"Dessert | ate in | Meal | Thảo | cleaning",""
2019-10-20,20 October,Sunday,1:39 pm,good,"ate in | Meal | sex | Thảo | TV",""
2019-10-19,19 October,Saturday,11:19 pm,good,"Dessert | ate in | Meal | friends | Thảo | TV",""
2019-10-19,19 October,Saturday,6:08 pm,good,"ate in | Meal | journal | Thảo | gaming",""
2019-10-19,19 October,Saturday,1:16 pm,grand,"ate out | Meal | Thảo | TV | drinking | walk",""
2019-10-18,18 October,Friday,11:24 pm,good,"ate in | Meal | friends | Thảo | gaming | holiday",""
2019-10-18,18 October,Friday,6:52 pm,good,"ate out | Meal | friends | groceries | walk",""
2019-10-18,18 October,Friday,1:12 pm,good,"ate in | Meal | strangers | mental task",""
2019-10-17,17 October,Thursday,10:07 pm,good,"Dessert | Meal | friends | walk",""
2019-10-17,17 October,Thursday,6:47 pm,good,"ate in | Meal | friends | mental task | walk",""
2019-10-17,17 October,Thursday,1:31 pm,good,"ate out | Meal | friends | walk | holiday",""
2019-10-16,16 October,Wednesday,9:17 pm,good,"cooking | ate in | Meal | Thảo | TV",""
2019-10-16,16 October,Wednesday,7:07 pm,good,"ate in | Meal | family | mental task | walk",""
2019-10-16,16 October,Wednesday,1:05 pm,good,"ate out | Meal | guitar | Thảo",""
2019-10-15,15 October,Tuesday,11:29 pm,good,"ate in | Meal | Thảo | gaming",""
2019-10-15,15 October,Tuesday,7:00 pm,good,"ate in | Meal | Thảo | groceries | mental task | cleaning | walk",""
2019-10-15,15 October,Tuesday,1:00 pm,grand,"ate in | Meal | Thảo | mental task",""
2019-10-14,14 October,Monday,10:32 pm,good,"cooking | ate in | Meal | Thảo | TV | gaming",""
2019-10-14,14 October,Monday,6:11 pm,good,"ate in | Meal | gaming | groceries | walk",""
2019-10-14,14 October,Monday,1:18 pm,good,"ate in | Meal | Thảo | mental task | Workout",""
2019-10-13,13 October,Sunday,10:43 pm,good,"cooking | ate in | Meal | wanking | Thảo | browsing",""
2019-10-13,13 October,Sunday,6:34 pm,good,"ate out | Meal | friends | Thảo | gaming | holiday",""
2019-10-13,13 October,Sunday,1:26 pm,good,"ate in | Meal | friends | TV | hungover | walk",""
2019-10-12,12 October,Saturday,11:58 pm,great,"Dessert | ate out | Meal | friends | strangers | gaming | drinking | went out | walk",""
2019-10-12,12 October,Saturday,6:29 pm,good,"ate out | Meal | friends | walk",""
2019-10-12,12 October,Saturday,1:06 pm,good,"cooking | ate in | Meal | family | drinking | hungover | walk",""
2019-10-11,11 October,Friday,10:00 pm,good,"ate in | Meal | friends",""
2019-10-11,11 October,Friday,6:21 pm,good,"friends | walk | holiday",""
2019-10-11,11 October,Friday,1:38 pm,good,"ate in | Meal | Thảo | mental task | walk | Workout",""
2019-10-10,10 October,Thursday,11:11 pm,good,"Dessert | ate in | Meal | gaming",""
2019-10-10,10 October,Thursday,6:25 pm,good,"groceries | mental task | walk",""
2019-10-10,10 October,Thursday,3:06 pm,good,"ate in | Meal | sex | Thảo | mental task",""
2019-10-09,9 October,Wednesday,10:00 pm,good,"ate in | Meal | sex | Thảo | groceries | walk",""
2019-10-09,9 October,Wednesday,6:15 pm,good,"ate out | Meal | strangers | groceries | walk",""
2019-10-09,9 October,Wednesday,2:10 pm,good,"guitar | Thảo | strangers | mental task | walk | Workout",""
2019-10-08,8 October,Tuesday,10:53 pm,good,"cooking | ate in | Meal | Thảo",""
2019-10-08,8 October,Tuesday,6:00 pm,good,"Dessert | ate out | Meal | family | cleaning",""
2019-10-08,8 October,Tuesday,1:39 pm,good,"Thảo | mental task",""
2019-10-07,7 October,Monday,11:30 pm,good,"cooking | ate in | Meal | Thảo | TV | gaming",""
2019-10-07,7 October,Monday,6:05 pm,good,"mental task",""
2019-10-07,7 October,Monday,1:13 pm,good,"ate in | Meal | Thảo | mental task | walk",""
2019-10-06,6 October,Sunday,10:00 pm,good,"ate in | Meal | Thảo | gaming",""
2019-10-06,6 October,Sunday,6:18 pm,good,"family",""
2019-10-06,6 October,Sunday,3:11 pm,good,"ate in | Meal | Thảo | family | gaming",""
2019-10-05,5 October,Saturday,6:00 pm,good,"friends | walk | Climbing",""
2019-10-05,5 October,Saturday,2:26 pm,good,"ate in | Meal | Thảo | gaming",""
2019-10-04,4 October,Friday,10:40 pm,grand,"cooking | ate in | Meal | Thảo | TV",""
2019-10-04,4 October,Friday,6:05 pm,good,"ate in | Meal | animals | Thảo | family | groceries | walk",""
2019-10-04,4 October,Friday,1:09 pm,good,"ate in | Meal | strangers | walk",""
2019-10-03,3 October,Thursday,10:43 pm,good,"ate in | Meal | guitar | Thảo | TV | cleaning",""
2019-10-03,3 October,Thursday,7:03 pm,good,"Dessert | ate in | Meal | mental task | walk",""
2019-10-03,3 October,Thursday,1:40 pm,good,"Dessert | ate in | Meal | journal | Thảo | mental task",""
2019-10-02,2 October,Wednesday,11:35 pm,good,"cooking | Dessert | ate in | Meal | Thảo | TV",""
2019-10-02,2 October,Wednesday,6:12 pm,bad,"Dessert | ate out | Meal | groceries | walk",""
2019-10-02,2 October,Wednesday,1:36 pm,good,"Thảo | Workout",""
2019-10-01,1 October,Tuesday,11:01 pm,great,"Dessert | ate in | Meal | sex | Thảo | TV | cleaning",""
2019-10-01,1 October,Tuesday,6:20 pm,good,"family | walk",""
2019-10-01,1 October,Tuesday,1:01 pm,good,"ate in | Meal | Thảo | TV",""
2019-09-30,30 September,Monday,11:14 pm,good,"Dessert | ate in | Meal | Thảo | TV | mental task",""
2019-09-30,30 September,Monday,6:34 pm,good,"ate in | Meal | mental task",""
2019-09-30,30 September,Monday,1:50 pm,good,"ate in | Meal | Thảo | Workout",""
2019-09-29,29 September,Sunday,11:32 pm,good,"sex | Thảo",""
2019-09-29,29 September,Sunday,9:02 pm,good,"cooking | Dessert | ate in | Meal | Thảo | TV | cleaning",""
2019-09-29,29 September,Sunday,2:25 pm,good,"Dessert | ate in | Meal | Thảo | cleaning | hungover",""
2019-09-28,28 September,Saturday,10:00 pm,good,"Dessert | ate in | Meal | friends | Thảo | strangers | drinking | went out | walk",""
2019-09-28,28 September,Saturday,6:23 pm,great,"cooking | Thảo | strangers",""
2019-09-28,28 September,Saturday,1:57 pm,great,"sex | Thảo",""
2019-09-27,27 September,Friday,11:19 pm,good,"ate in | Meal | Thảo",""
2019-09-27,27 September,Friday,6:24 pm,good,"ate in | Meal | Thảo | groceries | walk",""
2019-09-27,27 September,Friday,2:13 pm,good,"Thảo | gaming | mental task",""
2019-09-26,26 September,Thursday,11:47 pm,good,"ate in | Meal | Thảo | groceries",""
2019-09-26,26 September,Thursday,7:10 pm,good,"ate out | Meal | Thảo | groceries | walk",""
2019-09-26,26 September,Thursday,1:41 pm,good,"Dessert | ate out | Meal | Thảo | TV | mental task | walk",""
2019-09-25,25 September,Wednesday,10:00 pm,great,"ate out | Meal | sex | Thảo | family | cleaning",""
2019-09-25,25 September,Wednesday,6:02 pm,good,"ate in | Meal | family | TV",""
2019-09-25,25 September,Wednesday,1:18 pm,good,"Dessert | family",""
2019-09-24,24 September,Tuesday,11:37 pm,good,"ate in | Meal | guitar | Thảo | TV",""
2019-09-24,24 September,Tuesday,6:00 pm,grand,"family | mental task | cleaning",""
2019-09-24,24 September,Tuesday,1:30 pm,grand,"ate in | Meal | Thảo | groceries | cleaning | walk",""
2019-09-23,23 September,Monday,10:00 pm,good,"Dessert | ate in | Meal | Thảo | TV",""
2019-09-23,23 September,Monday,7:03 pm,good,"ate in | Meal | Thảo | cleaning | walk",""
2019-09-23,23 September,Monday,1:11 pm,good,"Thảo | groceries",""
2019-09-22,22 September,Sunday,10:23 pm,grand,"Dessert | ate out | Meal | Thảo | groceries | sick | walk",""
2019-09-22,22 September,Sunday,7:03 pm,grand,"Dessert | ate in | Meal | animals | Thảo | family | cleaning | sick",""
2019-09-22,22 September,Sunday,1:07 pm,grand,"ate in | Meal | animals | Thảo | family | TV | sick",""
2019-09-21,21 September,Saturday,10:31 pm,grand,"Dessert | ate in | Meal | animals | Thảo | family | TV | sick",""
2019-09-21,21 September,Saturday,6:31 pm,good,"Dessert | animals | Thảo | family | TV | walk",""
2019-09-21,21 September,Saturday,1:33 pm,good,"ate in | Meal | Thảo | family | walk",""
2019-09-20,20 September,Friday,10:48 pm,good,"Thảo | family | TV | walk",""
2019-09-20,20 September,Friday,6:25 pm,good,"ate in | Meal | Thảo | family | TV | gaming | mental task",""
2019-09-20,20 September,Friday,1:44 pm,good,"ate in | Meal | animals | Thảo | family | TV | mental task",""
2019-09-19,19 September,Thursday,10:37 pm,good,"Thảo | family | TV | mental task",""
2019-09-19,19 September,Thursday,8:21 pm,good,"ate in | Meal | Thảo | family | mental task | walk",""
2019-09-19,19 September,Thursday,1:15 pm,good,"ate in | Meal | animals | Thảo | family | TV | mental task",""
2019-09-18,18 September,Wednesday,10:32 pm,great,"ate in | Meal | animals | Thảo | family | TV | mental task",""
2019-09-18,18 September,Wednesday,6:01 pm,good,"Dessert | ate in | Meal | animals | family | TV | mental task",""
2019-09-18,18 September,Wednesday,1:15 pm,good,"ate in | Meal | Thảo | family | TV | mental task",""
2019-09-17,17 September,Tuesday,11:27 pm,good,"ate out | Meal | friends | Thảo | gaming",""
2019-09-17,17 September,Tuesday,6:10 pm,good,"ate in | Meal | family | mental task | walk",""
2019-09-17,17 September,Tuesday,1:05 pm,good,"Thảo | family | mental task",""
2019-09-16,16 September,Monday,10:20 pm,good,"Dessert | ate in | Meal | sex | Thảo | family | TV | mental task",""
2019-09-16,16 September,Monday,6:16 pm,good,"Dessert | ate in | Meal | animals | family",""
2019-09-16,16 September,Monday,1:10 pm,good,"ate in | Meal | Thảo | family | groceries | walk",""
2019-09-15,15 September,Sunday,10:00 pm,good,"Thảo | family | TV",""
2019-09-15,15 September,Sunday,6:20 pm,good,"Dessert | ate out | Thảo | family",""
2019-09-15,15 September,Sunday,3:46 pm,good,"ate out | Meal | Thảo | family | walk",""
2019-09-14,14 September,Saturday,10:02 pm,good,"ate out | Meal | TV | drinking | walk",""
2019-09-14,14 September,Saturday,6:24 pm,good,"friends | Thảo | family | drinking | walk",""
2019-09-14,14 September,Saturday,3:02 pm,good,"Dessert | ate in | Meal | family | TV | mental task",""
2019-09-13,13 September,Friday,11:22 pm,great,"Dessert | ate out | Meal | Thảo | family | drinking",""
2019-09-13,13 September,Friday,6:22 pm,good,"ate out | Meal | Thảo | family | groceries | walk",""
2019-09-13,13 September,Friday,1:03 pm,good,"ate in | Meal | Thảo | family | mental task",""
2019-09-12,12 September,Thursday,10:04 pm,good,"Thảo | family | TV",""
2019-09-12,12 September,Thursday,8:30 pm,good,"Dessert | ate in | Meal | friends | Thảo | family | TV | walk",""
2019-09-12,12 September,Thursday,1:51 pm,good,"ate out | Meal | friends | Thảo | family | walk",""
2019-09-11,11 September,Wednesday,10:00 pm,good,"Dessert | Thảo | family",""
2019-09-11,11 September,Wednesday,6:55 pm,good,"ate in | Meal | family | TV | mental task",""
2019-09-11,11 September,Wednesday,2:11 pm,good,"ate out | Meal | Thảo | family | walk",""
2019-09-10,10 September,Tuesday,10:00 pm,good,"ate in | Meal | friends | Thảo",""
2019-09-10,10 September,Tuesday,6:30 pm,good,"animals | Thảo | family | walk",""
